precipitation,date,temp_max,temp_min,wind,weather,year,month
8.1,2013-03-21,10.0,2.2,4.9,snow,2013,3
0.0,2013-03-22,9.4,0.6,2.2,sun,2013,3
0.0,2013-03-23,10.0,1.1,2.6,sun,2013,3
0.0,2013-03-24,12.2,0.6,2.1,sun,2013,3
0.0,2013-03-25,16.7,4.4,2.8,sun,2013,3
0.0,2013-03-26,16.7,6.1,1.7,sun,2013,3
0.3,2013-03-27,13.3,7.2,1.6,rain,2013,3
2.0,2013-03-28,16.1,8.3,1.3,rain,2013,3
0.0,2013-03-29,18.3,7.8,2.5,rain,2013,3
0.0,2013-03-30,20.0,5.6,4.4,drizzle,2013,3
0.0,2013-03-31,20.6,6.7,2.9,sun,2013,3
0.0,2013-04-01,17.2,8.3,3.6,sun,2013,4
0.0,2013-04-02,13.9,8.9,2.2,sun,2013,4
0.0,2013-04-03,16.7,7.8,1.6,sun,2013,4
8.4,2013-04-04,14.4,10.0,3.0,rain,2013,4
18.5,2013-04-05,13.9,10.0,5.6,rain,2013,4
12.7,2013-04-06,12.2,7.2,5.0,rain,2013,4
39.1,2013-04-07,8.3,5.0,3.9,rain,2013,4
0.8,2013-04-08,13.3,6.1,3.1,rain,2013,4
0.0,2013-04-09,12.2,6.1,2.4,sun,2013,4
9.4,2013-04-10,15.0,8.9,6.4,rain,2013,4
1.5,2013-04-11,12.2,6.7,3.8,rain,2013,4
9.7,2013-04-12,7.8,4.4,4.6,rain,2013,4
9.4,2013-04-13,10.6,3.3,5.7,rain,2013,4
5.8,2013-04-14,12.8,4.4,2.3,rain,2013,4
0.0,2013-04-15,13.9,4.4,2.4,fog,2013,4
0.3,2013-04-16,13.9,3.3,2.6,rain,2013,4
0.0,2013-04-17,15.0,3.9,3.3,drizzle,2013,4
5.3,2013-04-18,11.7,6.7,4.0,rain,2013,4
20.6,2013-04-19,13.3,9.4,4.9,rain,2013,4
0.0,2013-04-20,13.9,8.3,5.8,sun,2013,4
3.3,2013-04-21,12.2,6.7,4.1,rain,2013,4
0.0,2013-04-22,16.1,5.0,4.3,sun,2013,4
0.0,2013-04-23,17.8,3.9,2.8,sun,2013,4
0.0,2013-04-24,21.1,6.1,3.0,sun,2013,4
0.0,2013-04-25,21.7,6.7,1.1,sun,2013,4
0.0,2013-04-26,20.6,8.3,2.2,fog,2013,4
0.0,2013-04-27,13.9,10.6,5.9,sun,2013,4
1.0,2013-04-28,15.0,9.4,5.2,rain,2013,4
3.8,2013-04-29,13.9,6.7,4.2,rain,2013,4
0.0,2013-04-30,12.8,4.4,2.4,sun,2013,4
0.0,2013-05-01,18.3,3.3,3.1,sun,2013,5
0.0,2013-05-02,20.6,6.7,4.0,sun,2013,5
0.0,2013-05-03,21.7,9.4,4.9,sun,2013,5
0.0,2013-05-04,25.0,11.1,6.5,sun,2013,5
0.0,2013-05-05,28.9,11.7,5.3,sun,2013,5
0.0,2013-05-06,30.6,12.2,2.0,sun,2013,5
0.0,2013-05-07,20.6,11.1,3.3,sun,2013,5
0.0,2013-05-08,19.4,11.1,1.9,sun,2013,5
0.0,2013-05-09,22.8,10.0,1.3,sun,2013,5
0.0,2013-05-10,26.1,9.4,1.0,sun,2013,5
0.0,2013-05-11,27.2,12.2,2.6,sun,2013,5
6.6,2013-05-12,21.7,13.9,3.9,rain,2013,5
3.3,2013-05-13,18.9,9.4,5.0,rain,2013,5
0.0,2013-05-14,18.3,7.8,2.4,sun,2013,5
1.0,2013-05-15,17.2,8.9,2.3,rain,2013,5
0.0,2013-05-16,21.7,12.2,2.7,fog,2013,5
0.5,2013-05-17,17.2,11.7,3.7,rain,2013,5
0.0,2013-05-18,16.7,11.1,2.9,sun,2013,5
0.0,2013-05-19,18.3,10.6,2.3,sun,2013,5
0.0,2013-05-20,19.4,9.4,1.8,sun,2013,5
13.7,2013-05-21,15.6,8.3,4.8,rain,2013,5
13.7,2013-05-22,11.1,7.2,3.0,rain,2013,5
4.1,2013-05-23,12.2,6.7,1.9,rain,2013,5
0.3,2013-05-24,16.7,8.9,2.7,rain,2013,5
0.0,2013-05-25,17.8,10.0,2.7,sun,2013,5
1.5,2013-05-26,18.3,10.6,2.2,rain,2013,5
9.7,2013-05-27,16.7,11.1,3.1,rain,2013,5
0.5,2013-05-28,17.2,11.7,2.8,rain,2013,5
5.6,2013-05-29,16.1,9.4,4.0,rain,2013,5
0.0,2013-05-30,16.7,9.4,5.3,sun,2013,5
0.0,2013-05-31,19.4,11.1,2.5,sun,2013,5
0.0,2013-06-01,22.8,12.2,2.5,sun,2013,6
1.0,2013-06-02,20.6,12.2,3.1,rain,2013,6
0.0,2013-06-03,22.2,11.1,2.9,sun,2013,6
0.0,2013-06-04,26.1,12.2,3.4,sun,2013,6
0.0,2013-06-05,26.7,14.4,3.1,sun,2013,6
0.0,2013-06-06,26.7,12.2,2.5,sun,2013,6
0.0,2013-06-07,21.7,13.3,3.2,sun,2013,6
0.0,2013-06-08,20.6,12.8,3.1,sun,2013,6
0.0,2013-06-09,20.6,11.1,3.7,sun,2013,6
0.0,2013-06-10,21.7,11.7,3.2,sun,2013,6
0.0,2013-06-11,20.0,10.0,5.7,sun,2013,6
0.3,2013-06-12,20.6,11.7,4.2,rain,2013,6
0.0,2013-06-13,21.1,11.7,2.6,sun,2013,6
0.0,2013-06-14,20.0,12.2,3.7,sun,2013,6
0.0,2013-06-15,25.6,10.0,2.9,sun,2013,6
0.0,2013-06-16,23.9,12.8,3.4,sun,2013,6
0.0,2013-06-17,25.6,13.9,3.0,sun,2013,6
0.3,2013-06-18,23.3,13.3,3.4,rain,2013,6
0.0,2013-06-19,20.0,12.8,3.7,sun,2013,6
3.0,2013-06-20,17.2,12.8,5.0,rain,2013,6
0.3,2013-06-21,20.6,12.2,1.5,rain,2013,6
0.0,2013-06-22,25.6,11.7,1.7,sun,2013,6
7.9,2013-06-23,22.2,15.0,2.1,rain,2013,6
4.8,2013-06-24,21.1,13.9,3.7,rain,2013,6
9.9,2013-06-25,23.3,14.4,2.8,rain,2013,6
2.0,2013-06-26,22.2,15.0,2.3,rain,2013,6
3.6,2013-06-27,21.1,16.7,1.3,rain,2013,6
0.0,2013-06-28,30.6,16.1,2.2,sun,2013,6
0.0,2013-06-29,30.0,18.3,1.7,sun,2013,6
0.0,2013-06-30,33.9,17.2,2.5,sun,2013,6
0.0,2013-07-01,31.7,18.3,2.3,sun,2013,7
0.0,2013-07-02,28.3,15.6,3.0,sun,2013,7
0.0,2013-07-03,26.1,16.7,3.2,sun,2013,7
0.0,2013-07-04,21.7,13.9,2.2,fog,2013,7
0.0,2013-07-05,23.3,13.9,2.6,sun,2013,7
0.0,2013-07-06,26.1,13.3,2.2,sun,2013,7
0.0,2013-07-07,23.9,13.9,2.9,sun,2013,7
0.0,2013-07-08,26.7,13.3,2.8,sun,2013,7
0.0,2013-07-09,30.0,15.0,2.5,sun,2013,7
0.0,2013-07-10,22.2,13.9,2.6,sun,2013,7
0.0,2013-07-11,22.8,12.2,3.0,sun,2013,7
0.0,2013-07-12,19.4,13.3,2.2,sun,2013,7
0.0,2013-07-13,26.1,11.1,3.1,sun,2013,7
0.0,2013-07-14,27.8,12.8,3.0,sun,2013,7
0.0,2013-07-15,27.8,14.4,4.6,sun,2013,7
0.0,2013-07-16,31.1,18.3,4.1,sun,2013,7
0.0,2013-07-17,22.2,15.0,3.7,sun,2013,7
0.0,2013-07-18,26.1,13.9,2.0,sun,2013,7
0.0,2013-07-19,27.8,13.3,1.9,sun,2013,7
0.0,2013-07-20,25.0,13.3,2.0,sun,2013,7
0.0,2013-07-21,23.9,12.8,2.3,sun,2013,7
0.0,2013-07-22,26.1,13.3,2.4,fog,2013,7
0.0,2013-07-23,31.1,13.9,3.0,sun,2013,7
0.0,2013-07-24,31.1,14.4,2.5,sun,2013,7
0.0,2013-07-25,31.1,12.8,2.3,sun,2013,7
0.0,2013-07-26,31.1,14.4,2.9,sun,2013,7
0.0,2013-07-27,25.6,12.8,2.6,sun,2013,7
0.0,2013-07-28,21.1,12.2,3.4,fog,2013,7
0.0,2013-07-29,25.0,13.3,1.4,sun,2013,7
0.0,2013-07-30,25.0,13.3,2.8,sun,2013,7
0.0,2013-07-31,21.7,13.3,1.8,sun,2013,7
0.0,2013-08-01,20.6,13.3,3.9,sun,2013,8
2.0,2013-08-02,17.2,15.0,2.0,rain,2013,8
0.0,2013-08-03,25.0,15.6,2.4,fog,2013,8
0.0,2013-08-04,28.9,15.0,3.4,sun,2013,8
0.0,2013-08-05,30.0,15.0,2.1,sun,2013,8
0.0,2013-08-06,30.6,13.9,1.4,sun,2013,8
0.0,2013-08-07,31.1,13.9,1.9,sun,2013,8
0.0,2013-08-08,28.3,14.4,2.5,sun,2013,8
0.0,2013-08-09,28.3,14.4,2.1,sun,2013,8
2.3,2013-08-10,25.6,15.0,2.9,rain,2013,8
0.0,2013-08-11,25.0,14.4,2.9,sun,2013,8
0.0,2013-08-12,25.6,16.1,1.9,sun,2013,8
0.0,2013-08-13,27.8,15.0,1.8,sun,2013,8
0.8,2013-08-14,27.2,15.0,2.0,rain,2013,8
1.8,2013-08-15,21.1,17.2,1.0,rain,2013,8
0.0,2013-08-16,28.9,16.1,2.2,fog,2013,8
0.0,2013-08-17,25.6,17.2,3.0,sun,2013,8
0.0,2013-08-18,26.1,15.6,3.1,sun,2013,8
0.0,2013-08-19,26.7,15.6,3.0,sun,2013,8
0.0,2013-08-20,25.6,16.1,4.6,sun,2013,8
0.0,2013-08-21,27.8,15.0,4.3,sun,2013,8
0.0,2013-08-22,28.9,15.0,1.9,sun,2013,8
0.0,2013-08-23,25.0,16.1,4.1,sun,2013,8
0.0,2013-08-24,25.0,16.7,2.7,sun,2013,8
0.3,2013-08-25,22.2,16.1,2.6,rain,2013,8
1.0,2013-08-26,24.4,16.1,1.9,rain,2013,8
1.3,2013-08-27,26.7,17.2,1.4,rain,2013,8
5.6,2013-08-28,26.7,15.6,1.3,rain,2013,8
19.3,2013-08-29,23.9,18.3,3.0,rain,2013,8
0.0,2013-08-30,26.1,16.1,2.9,sun,2013,8
0.0,2013-08-31,27.8,13.9,2.6,sun,2013,8
0.0,2013-09-01,27.8,15.6,2.5,sun,2013,9
0.0,2013-09-02,27.8,17.2,2.1,sun,2013,9
2.3,2013-09-03,25.0,16.7,1.7,rain,2013,9
0.3,2013-09-04,22.8,16.1,2.4,rain,2013,9
27.7,2013-09-05,20.0,15.6,2.5,rain,2013,9
21.3,2013-09-06,21.7,16.1,2.6,rain,2013,9
0.0,2013-09-07,23.3,17.2,2.0,sun,2013,9
0.0,2013-09-08,26.7,14.4,1.5,fog,2013,9
0.0,2013-09-09,26.1,13.9,2.1,sun,2013,9
0.0,2013-09-10,26.7,15.0,3.7,sun,2013,9
0.0,2013-09-11,33.9,16.1,2.4,sun,2013,9
0.0,2013-09-12,25.6,15.0,1.7,sun,2013,9
0.0,2013-09-13,18.9,15.6,2.0,sun,2013,9
0.0,2013-09-14,21.7,15.6,1.4,fog,2013,9
3.3,2013-09-15,18.9,14.4,2.2,rain,2013,9
0.3,2013-09-16,21.7,15.0,4.3,rain,2013,9
0.0,2013-09-17,17.8,13.9,2.3,sun,2013,9
0.0,2013-09-18,21.1,13.3,2.5,sun,2013,9
0.0,2013-09-19,25.6,10.0,1.5,sun,2013,9
3.6,2013-09-20,23.3,13.3,3.0,rain,2013,9
0.0,2013-09-21,21.1,13.3,2.5,sun,2013,9
13.5,2013-09-22,17.2,13.3,5.5,rain,2013,9
2.8,2013-09-23,16.1,11.1,4.5,rain,2013,9
0.0,2013-09-24,17.8,10.0,2.6,sun,2013,9
2.0,2013-09-25,16.1,9.4,3.0,rain,2013,9
0.0,2013-09-26,17.2,7.2,2.2,sun,2013,9
1.0,2013-09-27,13.9,10.6,4.3,rain,2013,9
43.4,2013-09-28,16.7,11.7,6.0,rain,2013,9
16.8,2013-09-29,14.4,11.1,7.1,rain,2013,9
18.5,2013-09-30,13.9,10.0,6.3,rain,2013,9
7.9,2013-10-01,14.4,8.9,4.7,rain,2013,10
5.3,2013-10-02,12.8,9.4,2.4,rain,2013,10
0.8,2013-10-03,14.4,8.9,0.9,rain,2013,10
0.0,2013-10-04,17.8,5.6,1.1,sun,2013,10
0.0,2013-10-05,20.0,8.3,1.6,sun,2013,10
4.1,2013-10-06,22.8,7.8,2.6,rain,2013,10
0.5,2013-10-07,16.1,11.7,6.3,rain,2013,10
6.9,2013-10-08,13.9,7.8,3.0,rain,2013,10
0.0,2013-10-09,15.0,5.6,1.6,sun,2013,10
1.0,2013-10-10,14.4,8.3,1.7,rain,2013,10
9.1,2013-10-11,13.9,10.6,1.0,rain,2013,10
1.0,2013-10-12,14.4,8.9,2.2,rain,2013,10
0.0,2013-10-13,15.0,6.7,1.8,fog,2013,10
0.0,2013-10-14,15.6,3.9,1.6,sun,2013,10
0.0,2013-10-15,15.6,5.0,0.9,sun,2013,10
0.0,2013-10-16,12.8,8.9,2.7,fog,2013,10
0.0,2013-10-17,14.4,8.9,1.7,fog,2013,10
0.0,2013-10-18,12.8,7.2,1.2,sun,2013,10
0.0,2013-10-19,10.6,7.8,1.4,sun,2013,10
0.0,2013-10-20,10.6,7.8,2.4,sun,2013,10
0.0,2013-10-21,11.7,8.3,2.5,sun,2013,10
0.0,2013-10-22,14.4,7.2,1.9,sun,2013,10
0.0,2013-10-23,12.8,6.1,0.4,sun,2013,10
0.0,2013-10-24,10.0,6.1,0.6,sun,2013,10
0.0,2013-10-25,12.2,7.8,1.8,sun,2013,10
0.0,2013-10-26,11.7,8.3,2.7,sun,2013,10
1.8,2013-10-27,13.9,8.3,4.4,rain,2013,10
0.0,2013-10-28,14.4,7.2,5.1,sun,2013,10
0.0,2013-10-29,13.3,3.3,2.2,sun,2013,10
0.5,2013-10-30,15.0,5.6,3.9,rain,2013,10
0.3,2013-10-31,14.4,10.6,2.2,rain,2013,10
1.3,2013-11-01,17.8,11.7,1.4,rain,2013,11
12.7,2013-11-02,14.4,8.3,7.9,rain,2013,11
0.5,2013-11-03,12.2,4.4,2.4,rain,2013,11
0.0,2013-11-04,10.6,3.9,1.6,drizzle,2013,11
2.5,2013-11-05,13.3,7.2,3.1,rain,2013,11
3.8,2013-11-06,12.8,7.8,1.7,rain,2013,11
30.0,2013-11-07,11.1,10.0,7.2,rain,2013,11
0.0,2013-11-08,13.3,7.2,4.1,sun,2013,11
1.8,2013-11-09,11.1,5.0,1.4,rain,2013,11
0.0,2013-11-10,11.1,8.3,4.4,sun,2013,11
0.0,2013-11-11,16.1,6.1,2.6,fog,2013,11
4.1,2013-11-12,15.6,8.9,2.2,rain,2013,11
0.0,2013-11-13,13.9,10.6,3.8,sun,2013,11
1.3,2013-11-14,11.1,6.1,1.1,rain,2013,11
3.0,2013-11-15,10.6,7.2,6.0,rain,2013,11
0.0,2013-11-16,10.0,5.0,4.6,sun,2013,11
5.3,2013-11-17,11.7,7.2,5.4,rain,2013,11
26.2,2013-11-18,12.8,9.4,3.9,rain,2013,11
1.0,2013-11-19,13.3,4.4,5.1,rain,2013,11
0.0,2013-11-20,7.8,1.7,4.3,sun,2013,11
0.0,2013-11-21,7.8,-0.5,3.6,sun,2013,11
0.0,2013-11-22,9.4,0.0,4.6,sun,2013,11
0.0,2013-11-23,11.1,1.1,2.6,sun,2013,11
0.0,2013-11-24,11.7,0.6,0.9,fog,2013,11
0.0,2013-11-25,12.2,2.2,0.5,sun,2013,11
0.0,2013-11-26,12.2,2.8,1.0,sun,2013,11
0.0,2013-11-27,14.4,5.6,1.3,sun,2013,11
0.0,2013-11-28,11.7,3.3,0.7,sun,2013,11
0.5,2013-11-29,9.4,5.0,2.1,rain,2013,11
2.3,2013-11-30,11.1,7.2,3.9,rain,2013,11
3.0,2013-12-01,13.3,7.8,8.8,rain,2013,12
4.6,2013-12-02,7.8,1.7,3.5,rain,2013,12
0.0,2013-12-03,5.0,-0.5,5.6,sun,2013,12
0.0,2013-12-04,4.4,-2.1,1.6,sun,2013,12
0.0,2013-12-05,1.1,-4.9,2.6,sun,2013,12
0.0,2013-12-06,1.1,-4.3,4.7,sun,2013,12
0.0,2013-12-07,0.0,-7.1,3.1,sun,2013,12
0.0,2013-12-08,2.2,-6.6,2.2,sun,2013,12
0.0,2013-12-09,1.1,-4.9,1.3,sun,2013,12
0.0,2013-12-10,5.6,0.6,1.5,sun,2013,12
0.0,2013-12-11,5.0,-1.6,0.8,sun,2013,12
6.9,2013-12-12,5.6,-0.5,2.3,rain,2013,12
0.5,2013-12-13,9.4,5.6,2.9,rain,2013,12
0.0,2013-12-14,9.4,6.1,3.7,sun,2013,12
1.3,2013-12-15,11.7,8.3,3.9,rain,2013,12
0.3,2013-12-16,10.0,4.4,1.0,rain,2013,12
0.0,2013-12-17,8.3,4.4,2.7,sun,2013,12
1.3,2013-12-18,7.8,2.2,2.8,rain,2013,12
0.0,2013-12-19,5.0,0.0,2.1,sun,2013,12
5.6,2013-12-20,8.3,0.6,3.7,snow,2013,12
5.6,2013-12-21,8.9,5.6,2.3,rain,2013,12
10.7,2013-12-22,10.6,8.3,4.0,rain,2013,12
1.5,2013-12-23,11.7,6.1,5.9,rain,2013,12
0.0,2013-12-24,8.3,2.8,1.7,sun,2013,12
0.0,2013-12-25,6.7,1.7,0.8,sun,2013,12
0.0,2013-12-26,6.7,0.6,0.5,sun,2013,12
0.3,2013-12-27,8.9,0.0,2.1,rain,2013,12
0.0,2013-12-28,9.4,3.3,1.3,sun,2013,12
0.0,2013-12-29,7.2,1.7,1.1,sun,2013,12
0.3,2013-12-30,8.9,4.4,2.6,rain,2013,12
0.5,2013-12-31,8.3,5.0,1.7,rain,2013,12
0.0,2014-01-01,7.2,3.3,1.2,sun,2014,1
4.1,2014-01-02,10.6,6.1,3.2,rain,2014,1
1.5,2014-01-03,8.9,2.8,2.6,rain,2014,1
0.0,2014-01-04,7.8,0.6,2.7,fog,2014,1
0.0,2014-01-05,8.3,-0.5,3.7,sun,2014,1
0.3,2014-01-06,7.8,-0.5,2.6,rain,2014,1
12.2,2014-01-07,8.3,5.0,1.6,rain,2014,1
9.7,2014-01-08,10.0,7.2,4.6,rain,2014,1
5.8,2014-01-09,9.4,5.6,6.3,rain,2014,1
4.3,2014-01-10,12.8,8.3,7.0,rain,2014,1
21.3,2014-01-11,14.4,7.2,8.8,rain,2014,1
1.5,2014-01-12,11.1,5.6,8.1,rain,2014,1
0.0,2014-01-13,10.6,10.0,7.1,sun,2014,1
0.0,2014-01-14,11.1,7.2,1.3,sun,2014,1
0.0,2014-01-15,11.1,5.6,2.5,sun,2014,1
0.0,2014-01-16,6.7,4.4,2.7,sun,2014,1
0.0,2014-01-17,5.6,2.8,2.3,sun,2014,1
0.0,2014-01-18,9.4,0.6,2.2,sun,2014,1
0.0,2014-01-19,6.1,3.3,2.5,sun,2014,1
0.0,2014-01-20,10.0,2.8,2.2,sun,2014,1
0.0,2014-01-21,10.0,1.7,1.5,sun,2014,1
0.5,2014-01-22,9.4,5.6,2.6,rain,2014,1
0.0,2014-01-23,10.0,2.8,5.2,fog,2014,1
0.0,2014-01-24,12.8,1.1,1.9,sun,2014,1
0.0,2014-01-25,12.2,1.1,0.8,sun,2014,1
0.0,2014-01-26,8.3,0.6,1.3,sun,2014,1
0.0,2014-01-27,9.4,1.7,1.3,sun,2014,1
8.9,2014-01-28,11.1,6.1,1.6,rain,2014,1
21.6,2014-01-29,11.1,7.2,3.4,rain,2014,1
0.0,2014-01-30,8.3,6.1,6.4,sun,2014,1
2.3,2014-01-31,7.8,5.6,2.6,rain,2014,1
2.0,2014-02-01,7.8,2.8,0.8,rain,2014,2
0.0,2014-02-02,8.9,1.1,2.5,sun,2014,2
0.0,2014-02-03,5.0,0.0,4.3,sun,2014,2
0.0,2014-02-04,2.8,-2.1,4.7,sun,2014,2
0.0,2014-02-05,-0.5,-5.5,6.6,sun,2014,2
0.0,2014-02-06,-1.6,-6.0,4.5,sun,2014,2
0.0,2014-02-07,3.3,-4.9,4.2,sun,2014,2
5.1,2014-02-08,5.6,-0.5,4.6,snow,2014,2
0.5,2014-02-09,3.9,0.0,2.4,rain,2014,2
18.3,2014-02-10,10.0,2.2,4.7,rain,2014,2
17.0,2014-02-11,12.2,5.6,3.8,rain,2014,2
4.6,2014-02-12,12.2,7.2,6.4,rain,2014,2
1.8,2014-02-13,12.8,7.8,6.3,rain,2014,2
9.4,2014-02-14,11.7,6.1,6.4,rain,2014,2
11.7,2014-02-15,11.1,5.0,5.1,rain,2014,2
26.4,2014-02-16,9.4,3.9,7.9,rain,2014,2
14.5,2014-02-17,8.3,4.4,5.5,rain,2014,2
15.2,2014-02-18,8.9,5.0,6.2,rain,2014,2
1.0,2014-02-19,8.3,3.9,6.0,rain,2014,2
3.0,2014-02-20,10.0,5.6,6.9,rain,2014,2
2.8,2014-02-21,6.7,3.9,2.9,rain,2014,2
2.5,2014-02-22,5.6,2.8,3.1,rain,2014,2
6.1,2014-02-23,7.2,3.9,2.6,rain,2014,2
13.0,2014-02-24,6.7,3.3,3.2,rain,2014,2
0.3,2014-02-25,12.2,3.9,4.5,rain,2014,2
0.0,2014-02-26,13.9,5.6,2.5,sun,2014,2
0.0,2014-02-27,12.8,4.4,2.3,sun,2014,2
0.0,2014-02-28,14.4,4.4,5.9,sun,2014,2
0.5,2014-03-01,7.2,4.4,4.7,rain,2014,3
19.1,2014-03-02,11.1,2.8,5.7,rain,2014,3
10.7,2014-03-03,14.4,8.9,5.1,rain,2014,3
16.5,2014-03-04,13.9,7.8,3.9,rain,2014,3
46.7,2014-03-05,15.6,10.6,3.9,rain,2014,3
3.0,2014-03-06,13.3,10.0,6.2,rain,2014,3
0.0,2014-03-07,15.6,8.9,4.2,sun,2014,3
32.3,2014-03-08,12.8,6.7,2.7,rain,2014,3
4.3,2014-03-09,15.0,9.4,4.3,rain,2014,3
18.8,2014-03-10,12.2,6.1,2.2,rain,2014,3
0.0,2014-03-11,14.4,4.4,2.3,fog,2014,3
0.0,2014-03-12,16.1,3.3,1.9,fog,2014,3
0.5,2014-03-13,13.9,5.0,2.5,rain,2014,3
6.9,2014-03-14,14.4,8.3,6.1,rain,2014,3
8.1,2014-03-15,16.7,4.4,3.0,rain,2014,3
27.7,2014-03-16,10.6,4.4,3.8,rain,2014,3
0.3,2014-03-17,10.0,2.8,3.2,rain,2014,3
0.0,2014-03-18,10.0,3.3,1.6,sun,2014,3
0.5,2014-03-19,11.1,3.3,5.1,rain,2014,3
0.0,2014-03-20,11.1,1.7,3.0,sun,2014,3
0.0,2014-03-21,10.6,2.8,3.8,sun,2014,3
0.0,2014-03-22,11.1,1.1,1.8,sun,2014,3
0.0,2014-03-23,12.8,4.4,3.3,sun,2014,3
0.0,2014-03-24,18.9,2.8,2.2,sun,2014,3
4.1,2014-03-25,13.9,6.7,4.4,rain,2014,3
3.6,2014-03-26,11.1,5.6,2.4,rain,2014,3
0.3,2014-03-27,12.2,6.7,2.8,rain,2014,3
22.1,2014-03-28,11.7,7.2,3.9,rain,2014,3
14.0,2014-03-29,11.7,7.2,5.1,rain,2014,3
0.0,2014-03-30,11.1,5.0,5.1,sun,2014,3
0.0,2014-03-31,15.6,2.2,3.8,sun,2014,3
0.0,2014-04-01,14.4,6.7,2.8,sun,2014,4
0.0,2014-04-02,14.4,5.6,4.2,sun,2014,4
2.5,2014-04-03,13.3,6.1,3.9,rain,2014,4
0.0,2014-04-04,12.8,6.1,4.7,sun,2014,4
4.6,2014-04-05,11.7,7.8,4.3,rain,2014,4
0.0,2014-04-06,13.9,8.3,2.6,sun,2014,4
0.0,2014-04-07,21.1,9.4,2.5,sun,2014,4
4.6,2014-04-08,15.6,8.3,4.2,rain,2014,4
0.0,2014-04-09,14.4,6.7,2.9,sun,2014,4
0.0,2014-04-10,15.0,6.7,3.6,sun,2014,4
0.0,2014-04-11,17.2,5.0,2.8,sun,2014,4
0.0,2014-04-12,16.1,7.8,4.4,sun,2014,4
0.0,2014-04-13,20.6,5.6,3.1,sun,2014,4
0.0,2014-04-14,20.0,5.6,2.6,sun,2014,4
0.5,2014-04-15,14.4,7.8,4.0,rain,2014,4
10.9,2014-04-16,11.1,8.9,4.6,rain,2014,4
18.5,2014-04-17,11.7,7.2,4.7,rain,2014,4
0.0,2014-04-18,14.4,5.6,3.8,sun,2014,4
13.7,2014-04-19,11.7,5.6,4.7,rain,2014,4
0.0,2014-04-20,15.6,5.6,2.7,sun,2014,4
5.1,2014-04-21,17.2,7.8,2.5,rain,2014,4
14.2,2014-04-22,12.2,5.0,4.2,rain,2014,4
8.9,2014-04-23,11.7,6.1,5.0,rain,2014,4
12.4,2014-04-24,13.9,6.1,5.3,rain,2014,4
0.0,2014-04-25,14.4,5.6,2.3,sun,2014,4
3.3,2014-04-26,15.0,5.6,3.9,rain,2014,4
6.9,2014-04-27,11.1,6.1,5.8,rain,2014,4
0.0,2014-04-28,16.1,4.4,2.6,sun,2014,4
0.0,2014-04-29,25.0,9.4,2.3,sun,2014,4
0.0,2014-04-30,27.8,9.4,3.9,sun,2014,4
0.0,2014-05-01,29.4,11.1,3.0,sun,2014,5
0.0,2014-05-02,18.3,10.6,4.7,sun,2014,5
33.3,2014-05-03,15.0,8.9,3.4,rain,2014,5
16.0,2014-05-04,14.4,8.9,4.2,rain,2014,5
5.1,2014-05-05,15.6,9.4,3.8,rain,2014,5
0.0,2014-05-06,16.7,8.3,2.6,sun,2014,5
0.0,2014-05-07,18.3,7.2,1.7,sun,2014,5
13.7,2014-05-08,13.9,9.4,3.4,rain,2014,5
2.0,2014-05-09,13.3,7.2,5.6,rain,2014,5
0.5,2014-05-10,15.6,7.2,2.1,rain,2014,5
0.0,2014-05-11,18.9,8.3,1.7,sun,2014,5
0.0,2014-05-12,24.4,9.4,2.7,sun,2014,5
0.0,2014-05-13,26.7,12.8,3.8,sun,2014,5
0.0,2014-05-14,27.8,13.3,3.3,sun,2014,5
0.0,2014-05-15,26.7,12.8,3.0,sun,2014,5
0.0,2014-05-16,20.0,11.7,4.1,sun,2014,5
0.0,2014-05-17,20.0,11.7,3.2,sun,2014,5
0.0,2014-05-18,20.0,10.6,3.2,sun,2014,5
0.0,2014-05-19,21.1,10.0,2.2,sun,2014,5
0.0,2014-05-20,22.2,10.0,2.7,sun,2014,5
0.0,2014-05-21,20.0,10.6,1.7,sun,2014,5
0.0,2014-05-22,24.4,11.7,2.5,sun,2014,5
3.8,2014-05-23,20.0,12.8,4.0,rain,2014,5
0.0,2014-05-24,18.3,11.1,2.4,sun,2014,5
5.6,2014-05-25,15.0,10.6,1.4,rain,2014,5
0.0,2014-05-26,18.3,11.1,4.5,sun,2014,5
0.0,2014-05-27,20.0,10.0,2.5,sun,2014,5
0.0,2014-05-28,18.9,10.0,3.4,sun,2014,5
0.0,2014-05-29,18.9,11.1,4.3,sun,2014,5
0.0,2014-05-30,20.6,8.9,4.5,sun,2014,5
0.0,2014-05-31,23.3,10.0,2.2,sun,2014,5
0.0,2014-06-01,22.2,10.6,2.3,sun,2014,6
0.0,2014-06-02,23.3,11.1,2.4,sun,2014,6
0.0,2014-06-03,18.3,11.1,3.2,sun,2014,6
0.0,2014-06-04,19.4,10.0,2.6,sun,2014,6
0.0,2014-06-05,22.2,10.0,2.4,sun,2014,6
0.0,2014-06-06,25.0,10.6,3.2,sun,2014,6
0.0,2014-06-07,24.4,13.3,3.1,sun,2014,6
0.0,2014-06-08,23.3,12.2,2.1,sun,2014,6
0.0,2014-06-09,21.1,13.3,3.6,sun,2014,6
0.0,2014-06-10,20.0,12.2,2.9,sun,2014,6
0.0,2014-06-11,23.9,11.1,2.7,sun,2014,6
1.8,2014-06-12,21.7,12.2,4.0,rain,2014,6
